CfgID,GUID,IN_E11,IN_E22,IN_ElemCount,IN_HubMaterial,IN_Root_AvgCapMaterialThickness,IN_Tip_AvgCapMaterialThickness,OUT_Blade_Cost_Total,OUT_Blade_Tip_Deflection
28-16,c69d949d-48e8-4e13-af9e-438254f11990,27819.80915,83343.54672,14,Aluminum,90.8458464,25.40300437,159024.8072,2361.173411
28-16,ff26bf0b-ac7a-4f89-b966-6aafd2a71ab9,30908.27134,77519.71337,22,Aluminum,86.83792434,29.74028196,157276.6241,2226.1341
28-20,eb190744-d89d-4fbf-9bfb-b95fb580ea74,31163.99437,82924.70637,14,Aluminum,80.34731221,27.5696898,143642.3547,2459.633904
32-20,2e4dd1b1-a116-4245-bc00-db279c5151b1,30157.68887,61048.79982,31,Aluminum,83.45893275,20.92334366,155660.9899,2481.019514
32-16,68152b4a-b22a-42c3-a83f-7c9ef1749845,29342.77344,86111.78637,20,Aluminum,94.84022085,27.95757308,171810.329,1990.923406
28-16,c3d58347-ef57-4df4-b9cb-2a124da70e81,30934.27008,33883.72349,33,Aluminum,85.44351288,25.04756548,154483.2751,2414.16559
30-16,a82e6981-0758-4f62-a01d-7ee3f07e5004,26115.76927,77185.4724,29,Aluminum,93.9825412,23.23701701,166286.0578,2410.579667
28-20,aaf38c75-2528-4690-be2a-368c0df3c7e1,30132.96106,32677.9825,31,Aluminum,88.17527081,29.64304721,158551.7526,2337.775836
32-20,e3c4afaa-94c9-4d0e-a233-38e2276ead35,28017.24601,67991.9954,22,Aluminum,83.53520179,29.68466412,158006.5233,2304.824788
28-20,8ef1ec7e-faae-4bc6-b5a5-57c77e9f7c7e,27049.89271,41535.32916,27,Aluminum,94.15634394,22.00115319,163727.799,2559.424444
32-20,17d95cb7-aa92-4ef9-848e-d6c0ec129640,27166.28737,41286.94964,47,Aluminum,89.56849052,20.60657045,162946.3493,2534.929175
32-16,59c12202-42c6-4122-840e-32be79cde593,27528.2134,60868.71574,17,Aluminum,84.56569084,28.14544472,160099.9026,2237.984942
28-16,3ef66356-368a-40b9-a33b-02c69fc8e9f8,30723.63495,82902.15103,23,Aluminum,85.7507972,27.64136879,155647.1824,2321.094545
28-16,58c90db0-58ec-4d5e-9445-add5fa6a6ee5,31366.64539,71372.51013,14,Aluminum,85.20609358,25.11957836,154398.9586,2320.891414
28-16,d2750177-7bff-46ba-800d-8b446acffd14,31595.48275,45874.46741,31,Aluminum,82.48856939,28.79681899,145283.9227,2328.718368
32-16,6a5987a5-ca28-4924-9634-49886427a407,27541.14357,53455.7627,53,Aluminum,90.55848882,25.70611101,164676.0083,2257.372204
30-20,0bb94983-b540-44c6-b61f-8a705acc214a,26434.52681,88210.7563,37,Aluminum,87.22958777,22.59055244,162235.9185,2172.016156
28-20,651cd9f2-edd0-45cf-8086-7e61a30c1424,27595.00418,39745.02212,37,Aluminum,80.55181194,21.40953493,142283.81,2943.231319
30-16,97c952b6-bf73-499c-b6c3-6e1ae53ed515,31360.22534,24105.39909,59,Aluminum,92.16862738,28.44670049,163859.1556,2097.548251
32-16,a2252535-42cb-4e64-ab20-8c2ac211de16,27630.41665,65516.34418,51,Aluminum,82.62746456,22.96285972,149253.9722,2509.563699
30-20,1b2b7cc5-f813-4e72-bbf8-28fd9dfcdc6c,28377.74678,67633.47212,44,Aluminum,94.1477174,27.50405582,168730.8402,2278.074381
32-16,f09366d4-edb5-4182-a173-fd4c0c9485ef,31187.02361,29602.26018,60,Aluminum,79.65119325,24.71965554,147079.533,2339.951844
30-20,77f2c68b-00de-49d5-8048-55571e294b36,28103.12308,88573.74571,22,Aluminum,96.73750566,27.27710738,163432.8879,2269.108898
32-16,5e168bc5-637d-4cc0-9056-8905dc5ebecf,31653.96371,24458.56382,30,Aluminum,80.406242,29.21255441,148924.1952,2159.843713
30-16,07caed68-0d64-4cbb-895f-962ecd9e6fb4,27407.46865,50434.23352,19,Aluminum,83.97229895,26.21953729,156156.4249,2428.018377
28-16,23a9b518-09c1-4aa6-8c1a-8d32bb2f09e9,31260.78974,46785.53507,35,Aluminum,84.04491793,27.87583065,154232.4829,2350.584217
32-20,9693fb0a-03dd-4b5e-8eb2-2d0f4b5b6890,28983.33769,63369.58097,21,Aluminum,77.84838467,25.35715067,145999.6604,2510.962554
28-20,ededbcbe-3347-4c4a-86d1-67193ce56f9c,31447.33799,41717.88455,54,Aluminum,90.82267938,29.9654112,160973.8272,2249.757766
28-20,23d47694-81cc-42d7-b54f-8cd4052cef6c,28807.59248,82803.01369,48,Aluminum,80.47066882,27.0449861,143654.7672,2679.223973
28-20,8f9a4342-2f25-4844-837b-120c1e513f30,27388.98483,42247.18083,40,Aluminum,90.89829605,24.25729934,159434.6367,2598.875834
30-16,e4203c32-a106-42a3-834a-7c27ae3e5e55,26906.32321,16391.63561,55,Aluminum,79.53764365,27.8543463,145043.4295,2572.626243
30-16,18c62a4c-0a12-4861-8f98-a89f7dce5309,31284.41497,17977.89999,46,Aluminum,86.92319031,28.0259899,159323.9367,2198.740132
30-16,ad74325a-f783-4108-beb8-770632b79747,30851.86521,27398.23286,54,Aluminum,94.33728359,22.09357397,166023.6381,2234.104636
32-16,39a915ac-7c32-469f-a5e5-05bb21e83297,29825.53468,22207.16156,48,Aluminum,80.22540077,20.98777767,146684.5182,2506.834722
30-20,118485a0-4bee-40ae-acfe-08c2ae39f3e0,26476.81896,29234.98067,29,Aluminum,84.72121596,29.5182014,158745.721,2500.036156
28-16,c423aefc-bfbb-44c8-840e-3aa1fce18ca7,29117.32797,77016.56673,52,Aluminum,92.91832926,22.32218077,162496.6901,2438.147422
30-20,79d06435-03cc-4b91-a50e-afaa93e72194,27446.67515,79352.37358,13,Aluminum,89.25879138,20.38056666,160173.2633,2517.777508
28-20,abd58b91-d031-45ac-99a7-92fa8a520367,30588.84807,31032.60324,39,Aluminum,81.47361374,25.55872706,143784.08,2592.657327
28-16,846c0ffb-62b8-4ec0-9dab-f82111deb3e4,30025.58269,26534.72869,14,Aluminum,85.16858335,25.87406373,154821.9044,2362.456977
28-20,c8fc5c8d-086d-4819-8319-2f2a00516008,31810.97688,40201.85998,49,Aluminum,88.87699144,22.70352339,157376.9261,2462.384639
32-20,d952baab-bdbc-4722-97d6-c0429b8559ea,30815.67396,38613.69438,18,Aluminum,91.60854703,23.73512725,165712.6186,2160.085322
32-16,50080b7a-0194-4144-bb4a-adae65a9102f,30802.19146,53775.53277,33,Aluminum,88.96220969,21.52881495,162244.4068,2230.360081
28-20,d4cde67b-918e-42d7-a804-ff067fcc0808,28969.68154,69950.17234,26,Aluminum,89.69977835,27.2732982,159273.415,2426.371974
32-20,4190a6cb-e556-4f81-a0ef-96a097a469c9,29024.75632,40707.67831,31,Aluminum,91.4086964,25.58723123,166038.4912,2239.562983
28-20,53851f49-3ecc-4e7d-8fa8-53eededdbf9d,27880.54362,71739.53953,53,Aluminum,94.69499014,26.29164543,165633.501,2432.020491
32-16,7c1ed680-23d6-476e-92b4-2c71f4946367,30377.19395,42897.3391,40,Aluminum,80.64112015,26.16419112,148125.7192,2306.16575
